scan_id,id,asset,type,balance,available,holds
2,607a84fde7edca0006274104,USDT,trade,88.31987725,88.31987725,0
2,60822a934f0cad00061d0cd7,KCS,trade,1.79051597,1.79051597,0
2,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
2,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
2,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
2,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
2,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
2,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
2,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
2,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
2,60839ddc5c9af90006031019,ETH,trade,1.6e-07,0.00000016,0
3,607a84fde7edca0006274104,USDT,trade,88.31374906,88.31374906,0
3,60822a934f0cad00061d0cd7,KCS,trade,1.79004407,1.79004407,0
3,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
3,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
3,6084d015888d550006aa398f,BTC,trade,9e-08,0.00000009,0
3,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
3,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
3,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
3,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
3,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
3,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
3,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
3,60839ddc5c9af90006031019,ETH,trade,1.6e-07,0.00000016,0
4,607a84fde7edca0006274104,USDT,trade,88.31542463,88.31542463,0
4,60822a934f0cad00061d0cd7,KCS,trade,1.79004407,1.79004407,0
4,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
4,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
4,6084d015888d550006aa398f,BTC,trade,9e-08,0.00000009,0
4,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
4,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
4,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
4,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
4,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
4,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
4,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
4,60839ddc5c9af90006031019,ETH,trade,1.6e-07,0.00000016,0
5,607a84fde7edca0006274104,USDT,trade,90.92664345,90.92664345,0
5,60822a934f0cad00061d0cd7,KCS,trade,1.6150277,1.6150277,0
5,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
5,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
5,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
5,6084d015888d550006aa398f,BTC,trade,9e-08,0.00000009,0
5,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
5,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
5,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
5,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
5,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
5,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
5,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
5,60839ddc5c9af90006031019,ETH,trade,1.6e-07,0.00000016,0
9,607a84fde7edca0006274104,USDT,trade,90.92701336,90.92701336,0
9,60822a934f0cad00061d0cd7,KCS,trade,1.61417957,1.61417957,0
9,608b733b0df3360006d4d208,SENSO,trade,0.0074,0.0074,0
9,6083c6aedc130a0006704d8f,TRX,trade,0.06176749,0.06176749,0
9,60839b050df33600068acacf,MIR,trade,0.0006,0.0006,0
9,6084d015888d550006aa398f,BTC,trade,9e-08,0.00000009,0
9,6084f58adc130a0006986bbd,POLK,trade,0.0023,0.0023,0
9,60910c18988cba0006fc04f7,LTX,trade,0.0031,0.0031,0
9,608bc6eab9339e000616c62c,XHV,trade,0.0001,0.0001,0
9,6088f1206a195000063880df,CARR,trade,0.0251,0.0251,0
9,608bc90cc63e6b0006d945d3,CBC,trade,0.0159,0.0159,0
9,6087c5dd78e0730006c9cc38,SWINGBY,trade,0.0017,0.0017,0
9,6090a54adc130a000619cc8d,NWC,trade,0.0004,0.0004,0
9,60839ddc5c9af90006031019,ETH,trade,1.6e-07,0.00000016,0
